id,text,label,wmd_rate
1,portanto imprescindível exista reavaliação governamental diante dessas linhas sociais pois estado deficitário ocasiona quadro injusto população jovem,tese,0.7134153952440077
1,base nessas considerações perceptível solução impasse apresentado responde governabilidade ruim cuja gestão ministérios existentes repercutem ações fracas ineficientes combater sistematicamente criminalidade,argumento,0.7424382448830085
1,ministério educação ministro ricardo vélez rodriguez podem desenvolver parceria junto grande média – rádios televisão jornais fim criar projeto social informativo perigos criminalidade jovens,PI,0.7713126515760069
1,projeto poderia premiar trabalhos apresentassem temas combate criminalidade bolsas estudos melhores universidades país,PI,0.7803548858700072
1,além disso precisa haver diagnóstico situações concretas buscando reavaliar principais circunstâncias adjetivam injustiças sociais exemplo criminalizar maneira enérgica corruptos saqueiam cofres públicos consequentemente afetam inúmeras famílias necessitam educação filhos saúde qualidade bem emprego digno pais,PI,0.7157802890270081
1,segundo organização nações unidas – onu “a problematização criminalidade jovens brasil tangencia fatores sociais econômicos políticos acima tudo educacionais”,nao_argumento,0.762058784998008
1,logo questão sistêmica agregar deficiências sérias nesses setores influenciar realidade descaso – desemprego má distribuição renda educação básica questionável apresentar baixos índices avaliações índice desenvolvimento educação básica ideb outros,nao_argumento,0.7523906597900071
1,modo adianta abordar mudanças educação criança adolescente distintos segmentos sociais fatores citados cima mostram inúmeros desequilíbrios sociedade,nao_argumento,0.7528585570380076
1,medidas ajudariam construir brasil onde jovem precisaria sair escola procurar trabalho torná-los vulneráveis drogas,nao_argumento,0.7554311075310071
1,último necessário estado forte comprometido população adequando gestões façam diferença sociedade,nao_argumento,0.759833767608008
1,ademais outras intervenções sociais podem ajudar resolver problema,nao_argumento,0.7472371416200076
1,tanto realizando mudanças país justo desenvolveria pessoas éticas socialmente,nao_argumento,0.7534161913680081
2,realidade brasileira segue mesma tendência demais países emergentes cujas desigualdades sociais somadas omissão estado impulsionam iniciação cada vez precoce jovens mundo crime,tese,0.748510051575007
