id,text,label,wmd_rate
709,onde conseguiu isso,nao_argumento,0.7695031709550013
710,nesse caso nunca podemos fazer mal atacar matar diretamente criança através aborto bem salvando vida mãe possa resultar,argumento,0.7377491456160017
711,escolha - única opção real mundo realmente - aborto seguro legal perigoso ilegal,argumento,0.7461681240580017
712,emocionante ver estrutura apoio mulheres sendo desenvolvidas combater circunstâncias incluindo pobreza conveniência alguns homens levam aborto,nao_argumento,0.7546689511600014
713,contrastava marcadamente tradições médicas primitivas obscureciam linhas matar curar,nao_argumento,0.7558971662580017
715,feliz viver sociedade alguém fez sexo ou estuprado agora problema importa quanto odeie abordagem crianças quanto paternidade,argumento,0.7297852858330013
716,muitos outros estudos distúrbios individuais crianças tdah asma fibrose cística distrofia muscular duchenne - lista continua e sim inclui síndrome down revelam consistentemente saúde mental ruim mães comparação controles depressão ansiedade comumente estudado,nao_argumento,0.7077207479900013
717,vivemos mundo onde aborto pós-nascimento assassinato recém-nascidos ganhando popularidade,argumento,0.7738923011290016
718,citações documentos hospitalares médicos disseram chance morrer quase 100 procedimento,argumento,0.7498789574000012
719,privilégio cuidar todos dias,nao_argumento,0.7992451308800013
720,aborto cada desses quatro casos,nao_argumento,0.7752195588650014
721,mitt romney tão forte quanto qualquer questão garantir fim regime castro acho americanos cubanos apoiam ingresso romney-ryan,nao_argumento,0.7392299310360013
722,existem dezenas métodos controle natalidade podem impedir engravidar incluindo 100 eficaz abstinência,argumento,0.7403688478680014
723,mulheres terminaram primeira gravidez têm cinco vezes chances ectópicas,argumento,0.7773209046820018
724,os argumentos liberdade concentram-se menos nesses preconceitos ônus gênero mulheres,nao_argumento,0.7493030651050011
725,justiça samuel alito tendo nada disso,nao_argumento,0.7832286349390011
726,causa morte simplesmente escolhi salvá-lo,nao_argumento,0.7658570166250014
727,tomasz latos membro partido governista lei justiça chefe comitê saúde sejm polonês câmara baixa parlamento disse ver legislação ameaça diagnóstico pré-natal “um ato má vontade incompetência,nao_argumento,0.7785919855690006
728,direito mãe decidir colocar filho nesse tipo sofrimento direito somente seu,argumento,0.7605167358570017
729,- terminando vida podemos justificar atos,argumento,0.7763744463150013
730,bem onde agora,nao_argumento,0.7565359831050014
731,vez crânio esvaziado feto intacto removido corpo mulher,nao_argumento,0.7807091300800013
732,inadmissíveis sempre verdadeiras,nao_argumento,0.7521603982510013
733,versão anterior legislação morta obstrutor organizado sen estadual wendy davis d,nao_argumento,0.7952756083300018
734,pode sinceramente considerar mulher posição igual sociedade menos opção remover desafios surgirão gravidez,argumento,0.738015964620001
735,acho exista alguma confusão personalidade começa concepção,argumento,0.7515424944200009
736,começarei dizendo acho cristãos devam eleitores única questão ministério cristo questão única,nao_argumento,0.7511707288000011
737,aborto injusto porque direito morto fundamental direito estar grávida,argumento,0.7529908156350017
739,sabemos maçã certamente sabemos humano,nao_argumento,0.7270740341350013
740,algumas pessoas dizem autoconsciência torna humano,nao_argumento,0.7558771377690011
741,lembre-se uso ilustração significar mulheres apenas máquinas fazer bebês,nao_argumento,0.7454234836220017
742,na américa merecemos trump escreveu apoiava direito mulher escolher,argumento,0.7804873011840018
743,grau dependência viabilidade torna humanos todos dependem insulina remédios rins valiosos podemos matá-los,argumento,0.7386115889380009
744,estatísticas dizem existem 0 6 mortes 100 000 abortos realidade existem 100 000 6 mortes 100 000 abortos,argumento,0.7632814605240014
745,afirmei claramente aborto indireto moralmente admissível ensino igreja induzir trabalho remover placenta independentemente pré pós-viabilidade,argumento,0.7352624675700011
746,mulher grávida sente automaticamente bebê nascer difícil mulheres fazerem aborto responsabilidade recai pessoas impedir gravidez existem pessoas aí correm risco recusam responsabilidade significa todos demais devam pagar preço isso,argumento,0.733431147138001
747,dados gallup porcentagem entrevistados dizem candidato deve compartilhar opiniões aborto flutuou 13 20,nao_argumento,0.7606154431320009
748,crescendo ventre mulher vivo,argumento,0.8104451136550014
750,cientificamente sabemos desde primeiros estágios desenvolvimento nascituros seres humanos distintos vivos inteiros,argumento,0.7565124380060013
751,única vez vejo declínio líquido mensurável sentimento pró-escolha relação sentimento pró-vida grupo restringe respondentes alta intensidade,nao_argumento,0.7377533237600014
752,aborto precoce pode tratado pílulas sucção várias maneiras serem exploradas incomum aborto bebês desenvolvidos tardiamente,argumento,0.7565328008520011
753,torna-se questão completamente diferente conexão dois indivíduos ameaça seriamente vida pessoa comum,nao_argumento,0.7388595016930013
754,quase todos legisladores opõem direitos aborto apóiam pena morte,nao_argumento,0.7555479536710018
755,usam palavras repetidamente repeti-las frequência suficiente alguma forma fizesse decidir bolota verdade carvalho caixa ovos geladeira possuir dúzia galinhas,argumento,0.7472831073550005
756,disputa adulto direitos vinculados feto status ambíguo adulto vence,argumento,0.7725924160100017
757,discordam radicalmente aplicar princípio vida humana valiosa ambos assumem apelam princípio,nao_argumento,0.7483120306230013
758,estados unidos grupos pró-vida favorecem maiores restrições legais aborto proibição total aborto,argumento,0.7659104878670013
759,setenta cento eua abortos realizados mulheres cristãs,nao_argumento,0.8066827580480009
760,queremos respeitados trabalho fazemos mães,nao_argumento,0.7824897815850014
761, também vale pena notar muitas mulheres podem receber abortos termo cedo descobrirem filho síndrome down vez disponíveis testes iniciais podem usados ​​no primeiro trimestre menos relevante debate aborto longo prazo muitos pró-lifers sugerem,argumento,0.7405897272090001
762,prejudica fuga fraca menos honesta fingir sabemos maçã apenas desculpa alegar sabemos aborto,argumento,0.7132986911430012
763,embora havido nenhum caso contra médicos realizasse tal aborto ni,nao_argumento,0.7400593914700011
764,conceito fundamental mulheres,argumento,0.7882385620740013
765,coração jacob afundou viu mudar voto não sim - abortos 20 semanas deveriam legais,nao_argumento,0.7573878299150009
766,pró reivindicar direitos aborto duas principais originalidades,nao_argumento,0.7919230457470009
767,alguns abortos acontecem causa pressões sociais,argumento,0.7814103579690012
768,fatos científicos claros demais negar faz sentido legal negar princípio jurídico pois lei deve defender direito vida deve fazer,argumento,0.733513408039001
769,todos servos defenderam dia receberam imunidade computadores incriminadores destruídos fbi,nao_argumento,0.7789266182550011
770,argumento sensato - tirássemos números chapéu algo assim,nao_argumento,0.7256306016250009
771,apenas pequena porcentagem médicos realiza abortos maioria apóia aborto legal interesse bom atendimento médico,argumento,0.7545731093980007
772,além disso mulheres novamente forçadas violar lei receber assistência médica e vez dignidade perdida processo,argumento,0.7428684427460012
773,sociedade bioeticistas lei têm aceitar lei concede mesmos direitos humanos qualquer outra pessoa embrião feto sob direito internacional eu lado contra aborto lei está exceto casos extremos onde ambas pessoas perigo iminente risco extremo saúde morte,nao_argumento,0.7483540492820018
774,entanto alguns estudos descobriram radiação telefones celulares pode aumentar chance desenvolver câncer outros problemas saúde,nao_argumento,0.7656754266230011
775,pessoas justificam pontos vista aborto argumentando contra humanidade nascituros ainda precisamos conversar isso acho força motriz trás razão maioria pessoas favor escolha,nao_argumento,0.726789429875001
776,ah problema é,nao_argumento,0.7811220070690014
777,caso 2 onde feto pessoa sabe disso aborto homicídio culposo,argumento,0.7548695663350011
778,debate significativo quando durante gravidez feto pode sentir dor,nao_argumento,0.7415729776000017
779,semelhanças processuais procedimentos d d x contribuíram preocupação linguagem proibições aborto nascimento parcial possa proibir dois métodos aborto,nao_argumento,0.7562854944390017
780,aviso extremamente gráfico,nao_argumento,0.7780173811780013
781,trunfo evoluí muitas questões longo anos,nao_argumento,0.7729617359910012
782,sotomayor ficou impressionada brincando dizendo que embora boa matemática pareceu pequena porcentagem,nao_argumento,0.7348551777780014
783,mostrei fotos desenvolvimento fetal folheto eri,nao_argumento,0.7981769576600012
784,poderia ajudar entender onde linha quê,nao_argumento,0.7501656902590011
785,senso comum moral tradicionais dizem todos seres humanos pessoas têm direitos,argumento,0.7491988163250017
786,portanto podemos dizer motoristas bêbados causam mortes dirigir alcoolizado,nao_argumento,0.7317184847260018
787,contribuintes precisam pagar acreditam imoral,argumento,0.7552555296950013
788,hesitamos suprimir desativar processos normais saúde geral,nao_argumento,0.7692050784110009
789,estar grávida pode difícil algumas mulheres levar suicídio mulher gravidez indesejada,argumento,0.7662066379780018
790,três primeiras categorias relatório pode indicar problemas significativos falta acesso “a grande maioria pacientes segundo trimestre preferiria feito aborto cedo resultados sugerem mulheres negras pessoas menos escolaridade beneficiar aumento acesso serviços aborto precoce,argumento,0.7492004821660001
791,acordo direito vida mulher direito mitigar risco pessoa,argumento,0.7849232852650013
792,lado várias alterações personalidade tornando óvulo fertilizado igual mulher falharam principalmente outro representantes movimento linha-dura nascimento forçado pareciam realizar muitos dias eleições,nao_argumento,0.7369186700700008
793,incerteza causa enorme tensão enorme ansiedade social - karl popper corretamente chamou tensão civilização,nao_argumento,0.7546299099880012
794,levou lado pró-vida impressão vezes predominante aborto defeitos fetais nunca necessário sim desculpa mulheres preguiçosas livrarem crianças atendem ideais,argumento,0.7417198769720006
795,tornando aborto ilegal,nao_argumento,0.7963022358900014
796,nível desenvolvimento verdade embriões fetos menos desenvolvidos adultos tornarão dia,nao_argumento,0.7575424555350012
797,aborto basicamente assassinato,argumento,0.7825442242250014
798,mídia ousou permitir exibida,nao_argumento,0.7981330676000012
799,e entanto coisas constantemente presentes mundo moderno historicamente porque responsáveis ​​por circunstâncias validam ato pode moralmente errado,nao_argumento,0.7105458751170013
800,contrário argumentos igualdade têm premissa visão restrições aborto podem mulheres não-nascidos - ambos e,nao_argumento,0.7460288719140009
801,maioria acha decisão aborto deve deixada mulher médico,argumento,0.7649790544900014
802,pode haver boas razões criminalizar mulheres praticam aborto ação moralmente equivalente assassinato,nao_argumento,0.7417228492090013
803,constituição protege vários direitos mencionados especificamente derivados meio interpretação suprema tribunal outros direitos,nao_argumento,0.7821306975230009
804, devo acrescentar hospital notificou imprensa - diocese enviou sr,nao_argumento,0.8038421890850013
805,argumento igual estatura cidadania central visão constitucional justiça ginsburg veja geralmente neil s siegel estatura igual cidadania visão constitucional justiça ginsburg 43 eng,nao_argumento,0.762325317435001
806,claramente eutanásia involuntária errada claramente diferença impor poder outro fazer livremente contrato outro,argumento,0.7278854191840013
807,jesus chama lugar diferente distinto lei cumprimento além lei,nao_argumento,0.7728562824910014
808,muitas pessoas consideram clínica aborto,nao_argumento,0.7762797098050013
809,feto estágios iniciais desenvolvimento carece sistema nervoso cérebro desenvolvidos sentir dor estar ciente arredores,argumento,0.7602155153620007
811,entanto mulheres agora precisam viver sentimento abandonar filho resto vida,argumento,0.7605087375100011
812,acredita deuses deuses,nao_argumento,0.7802767076740013
813,mês passado eri evento divulgação recente aquinas college michigan,nao_argumento,0.8115787852520018
814,ato controle orçamentário marca passo positivo obtenção controle gastos governo ainda resta trabalho,nao_argumento,0.7579417378830009
815,pegam abstração tornam concreta,nao_argumento,0.7735054225650013
816,quase todo mundo consegue lidar fato esse,nao_argumento,0.740087887832001
817,vez atribuir idades arbitrárias exercício prerrogativas adultos devemos reconhecer pessoas adultos assumem responsabilidade vidas,nao_argumento,0.7527525456050007
818,todos nós queremos filhos imaginamos crescendo médicos senadores astros esporte for,nao_argumento,0.7631186674700018
819,adequadamente definido feminismo filosofia abraça direitos básicos todos seres humanos exceção - considerar raça religião sexo tamanho idade localização deficiência paternidade,nao_argumento,0.7479433815050017
820,atitude vingativa hipócrita decorre crença sexo ruim deve punido,argumento,0.7458158125490016
821,alguns críticos referem pejorativamente algumas decisões processo tribunal reconhecendo direitos constitucionais não enumerados,nao_argumento,0.750248524056001
822,provavelmente ponto controverso preciso dizer,nao_argumento,0.7342232587400013
823,apenas 46 cento disseram preferiam dificultar aborto,argumento,0.749252624755001
825,confiança democracia livre mercado constituiu vínculo moral resto mundo,nao_argumento,0.7740981250740018
826,ouvi dizer tratamos nenhuma outra espécie maneira tradicional - seja atribuímos direitos iguais todos ratos,nao_argumento,0.7385922895980007
827,quaisquer decisões judiciais relacionadas aborto trazem regularmente manifestantes ambos lados,nao_argumento,0.7651477863800011
828,ensaio adaptado discurso referência o caso feminista contra aborto faz parte cobertura americana questões relacionadas sínodo bispos família,nao_argumento,0.7666182879290018
829,pode alegar ignorância,nao_argumento,0.7470174059170014
830,da mesma forma dizendo insiste aborto assassinato crianças próprias mães quer criminalizar aborto deve tratar mulheres fazem assassinas,argumento,0.7534384043200018
831,use código cupom carm6,nao_argumento,0.7885053191200013
832,negar mulher opção abortar gravidez própria vida risco semelhante forçá-la jogar roleta russa,argumento,0.764232733130001
833,painel celebridades proeminentes cinema líderes educação julgou vídeos estudantes 1 2 minutos tema por amo procon org sete vencedores sortudos concurso nacional vídeos estudantes procon org anunciados,nao_argumento,0.7888201033370008
834, eu andando centro varsóvia grande parte dia muitos cafés restaurantes fechados porque todos funcionários protestos,nao_argumento,0.7684723505420011
835,embora existam duas cláusulas devido processo legal constituição intérpretes consideram decisões roe casey lawrence reconhecem direitos substantivos invés procedimentais devido processo legal falta base texto constituição e portanto reconhecem “direitos enumerados,nao_argumento,0.7134303067880006
836,exemplo sentiria mãe abortasse,argumento,0.7890017944750013
837,conhecimento alegou sabedoria,nao_argumento,0.7784862132620013
838,questões pró contras questões intensidade variavam pesquisador pesquisador e vezes ano ano,nao_argumento,0.7874924744480013
839,atroz pessoas precisem plano humano bom,nao_argumento,0.7678620843930011
840,da mesma forma direito independentemente discordar você formar próprias opiniões argumentos,nao_argumento,0.7513692973580017
841,questões sociais aborto deve limitado,argumento,0.7752792995150013
842,deve deixado próprio deus,argumento,0.7755502229500013
843,aborto realmente moralmente equivalente assassinato responsáveis ​​moralmente deveriam punidos assassinos,argumento,0.7255713880700011
844,hipócrita opinião defensores pró-vida alegarem aborto assassinato ainda insistem mulheres devem responsabilizadas legalmente compra abortos,argumento,0.7440316170910012
845,1994 todos estados americanos taxas obesidade iguais inferiores 19,nao_argumento,0.7723231098190018
846,olhando trás acredito todas horas formação catequética jovem vida levando decisão mudança vida,nao_argumento,0.7726136218860011
847,pungentemente filho situação pobreza sobrecarregado cuidar outras crianças talvez enfrentar riscos saúde cheira injustiça conhecida apenas mulheres,argumento,0.7475507110480013
848,preocupado discriminação melhor chance vida boa possibilidade vida ruim chance vida boa,argumento,0.7716146516050013
849,observe argumento afirmação arbitrária,nao_argumento,0.7467389597650014
850,fibrose cística doença huntington enquadram nessa categoria opções teste pré-natal disponíveis ambos,nao_argumento,0.7797836104490014
851,pode afetar vida social mulher consegue procedimento,argumento,0.7684987386570009
852,slogan meu corpo escolha revela trágico mal-entendido ocorrendo dentro útero,argumento,0.7639463719300011
853,e claro pessoas têm todo direito qualquer opinião gostem,nao_argumento,0.7444459708370017
854,aborto apenas tirar feto simplesmente acabar vida humano,argumento,0.7396021437350013
855,pesquisas opinião mostraram atitudes ambivalentes muitos polos,nao_argumento,0.768705161706001
856,inimigos aborto perderam completamente mensagem seuss crianças reconhecem humano pessoa dois conceitos diferentes,argumento,0.746566802592001
857,estudante universidade virginia fundou clube babá,nao_argumento,0.8398668302400012
858,infelizmente ironicamente legislação anti-aborto vários estados objetivo reduzir acesso fechando clínicas aborto restrições desnecessárias exigindo obstáculos extras mulheres obterem abortos como atraso obrigatório ultrassom aconselhamento efeito contraproducente,argumento,0.7367695866450001
859,perda vidas maior perda possível alguém pode sofrer porque priva todas experiências prazeres outra forma sido parte futuros agora valorizamos valorizamos,argumento,0.7323392826510018
860,argumentos igualdade complementam argumentos liberdade provavelmente viajam juntos,nao_argumento,0.7530799411500013
861,abortarem seguida pedirão cadillacs,argumento,0.7954004074600014
862,pode escolher tipo voto deseja,nao_argumento,0.7731940222450013
863,madre teresa argumentou simplesmente se aborto errado nada errado,argumento,0.7488184453390018
864,entanto caso existem muitas pessoas maravilhosas aí são,nao_argumento,0.7388282296150013
865,permitiria mulheres fertilizassem óvulo cada vez reduzindo consideravelmente chances gravidez bem-sucedida,nao_argumento,0.7447381681340017
866,argumentos igualdade concentram autonomia mulher determinar curso vida e assim gozar igual estatura cidadania,argumento,0.7395841828490007
867,819 escolas ensino fundamental médio 1 926 escolas ensino médio 1 010 faculdades universidades usam pesquisa apartidária gratuita estimular pensamento crítico,nao_argumento,0.7732373412870017
868,forçar mulher dar luz filho estuprador tortura vítima crime hediondo,argumento,0.7921701256000011
869,disponibilizar contraceptivos aborto apenas encoraja fazer sexo,argumento,0.7524752067550009
870,protestos aprovados numerosos empregadores poloneses incluindo donos restaurantes diretores museus galerias reitores várias universidades prefeitos algumas cidades grandes todos permitindo trabalhadoras tirassem dia folga,nao_argumento,0.7820045105770005
871,parece esforço apagar noção mães pais - benefício progresso sociedade finalmente livre dessas velhas categorias determinísticas homem mulher,nao_argumento,0.7401545397540014
872,outro ótimo exemplo tempo fazer isso,nao_argumento,0.7459038550510011
873,tolerável tentar impor intuições irracionais pessoas simplesmente aceitam sentem remoção liberdade mulheres crime moral,argumento,0.7404155181220007
875,capacidade mental criança nove meses,nao_argumento,0.7915539720150013
876,manhã começa debate arcano técnico consome maior parte tempo stephanie toti,nao_argumento,0.7860262413860017
877,17 1 2013 - assista sete maravilhosos filmes estudantes procon org,nao_argumento,0.7867742117950011
878,ou admitirmos feto indivíduo separado futuro valor nosso segue-se mulheres podem optar matar fetos alegando invasoras,nao_argumento,0.7368202559500013
879,pró-vida responderam “e bebê,nao_argumento,0.7770613621000013
880,porcentagem entrevistados considera aborto crítico importante rompe acordos aumenta 30 mais equilíbrio poder começa mudar,nao_argumento,0.744323960460001
881,controle natalidade aborto causam sexo realidade determina disponíveis ajudar impedir adolescentes tornem pais,argumento,0.7596805352450009
882,todos abortistas simplesmente envolvidos dinheiro,argumento,0.7624327095650013
883,14 06 2010 - procon org usado 1 267 escolas 31 países todos 50 estados eua,nao_argumento,0.7909302635790011
884,humanos humanos porque têm pés mãos andam verticalmente falam etc,argumento,0.7484324803000012
885,escritos desde início cristianismo reforma cristãos posicionaram uniformemente contra aborto acreditando ato assassinato merecedor julgamento deus,argumento,0.7570247545050013
886,vida concebe sofrimento infelicidade maioria americanos menos considerado vida ruim,argumento,0.7499223355150014
887,alguns comentários claramente spam abusam sistema comentários denuncie-os facebook,nao_argumento,0.7574364689870017
888,a análise lysaught inclui resumo detalhado condição médica mãe,nao_argumento,0.7308699983610017
889,petição apoio repressão ganhou 100 000 assinaturas,nao_argumento,0.797376057415001
890,parte lei vigor maior parte estado sob ordens temporárias anteriores tribunais inferiores suprema corte efeito encerrar cerca metade clínicas existentes 2003,nao_argumento,0.7683442527530017
891, mentalidade aborto leva infanticídio eutanásia matança pessoas retardadas idosas,argumento,0.7807699797150017
892,oferece kennedy oportunidade acrescentar importante isso mostra teste carga indevida pesado contra interesse estado,nao_argumento,0.7544880244680007
893,pai pode querer filho escolha mãe escolher aborto,argumento,0.7869412434200013
894,exemplo financiamento paternidade planejada discutido controle orçamento federal controle,nao_argumento,0.7832216189500018
895,escritos históricos demonstram oposição longa data igreja aborto,argumento,0.7667264674300013
896,embora igrejas católica luterana oponham aborto muitos membros acreditam aborto deve legal todos maioria casos contra ilegal todo maioria casos 51 vs 45 luterana 48 vs 45 católica,argumento,0.7450193318860008
897,legislação proposta desencadeou vários protestos desde anunciada primeira vez abril mulheres realizando greves durante missa algumas tentando gritar padres católicos falaram favor dela,nao_argumento,0.7605541774010006
898,quão inconveniente aborto seguro filhos mata 800 mulheres americanas cada ano,argumento,0.7580779264840017
899,outro lado informados criança vadias sacanas merecem fazer sexo casamento,nao_argumento,0.7838625251850011
900,forma original juramento proíbe eutanásia aborto,argumento,0.773869263852001
901,a coisa mim cara honrado,nao_argumento,0.7641627092300014
902,os proponentes deste projeto lei alegam proibirá apenas único procedimento aborto tardio,nao_argumento,0.7457444513070013
903,esperado outros juízes deram indicação apoiar posição clínicas,nao_argumento,0.7863867379900014
905,ginsburg começa perguntando keller quantas mulheres texas vivem 160 quilômetros clínica aborto,nao_argumento,0.7814748763590014
906,algumas mulheres solteiras escolhem parto seguido adoção muitos escolhem parentalidade solteira,nao_argumento,0.7840900971520017
908,proposta pode simplesmente alterar dimensões físicas criança removê-la porque objeto físico corpo pode permanecer onde terminar mortes bebê mãe,argumento,0.7352970699780009
909,enquanto isso vamos divertir isso,nao_argumento,0.7439989982950014
910,gabinete prefeito varsóvia disse 24 000 postes ruas capital agitando bandeiras negras chamar atenção internacional restrições propostas,nao_argumento,0.7927088010110013
911, não sinto terrível,nao_argumento,0.7406319318640013
912,estudantes pró-vida pró-escolha reuniram faculdade wellesley realizar venda remédios benefício estudante grávida perdeu ajuda financeira moradia,nao_argumento,0.7905881271150014
